"","meanPTL","ad_mean_tl","SE_mean_TL","medianPTL","spp","year"
"1",4.528697863606,4.253249063606,0.376042125404,4.485535810205,"SOTE",1981
"2",4.457075260188,4.343697660188,0.508577062308,4.427563396222,"WTSH",1981
"3",4.042234317558,4.039210317558,0.39954181,4.028927130893,"BRBO",1981
"4",3.971752711698,3.970914511698,0.420630223848,3.969217144151,"BRNO",1981
"5",4.52262803264,4.28602443264,0.4895428,4.48645754716,"LAAL",1981
"6",4.264914789056,4.165719189056,0.438766467696,4.269688018864,"BUPE",1981
"7",4.483927955848,4.349667155848,0.433991745392,4.451485283012,"RTTR",1981
"8",4.24509880518,4.04850120518,0.425223608464,4.240196825734,"WHTE",1981
